FirstStageIsp = [0.85 , 0.875, 0.9  , 0.925, 0.95 , 0.975, 1.   , 1.025, 1.05 ,
       1.075, 1.1  , 1.125, 1.15]
LEO_EXP_FirstStageIsp = [18798.3, 19662.1, 20540.6, 21439.1, 22358.2,24258.8, 25241.7,26248.2,27278.6, 28327.5,29397.3,30489.1]
LEO_ASDS_FirstStageIsp = [16666.9,17394.6,18133.5, 18768.0, 19592.6,20357.6,21136.6,21961.4,22821.0,23711.9,24630.0, 25567.9,26526.2]
LEO_RTLS_FirstStageIsp = [13562.1,14130.2,14730.3,15300.3,15921.4, 16556.0,17208.8,17838.7,18565.8,19187.4, 19964.1, 20604.2, 21433.5]



========================================Orbit Name: MEO========================================
Recovery Strategy: EXP, DispesrionParam: FirstStageIsp, DispesrionValue: 1.0, Payload Mass: 6776.3, [kg]
Recovery Strategy: EXP, DispesrionParam: FirstStageIsp, DispesrionValue: 1.02, Payload Mass: 7153.8, [kg]
Recovery Strategy: EXP, DispesrionParam: FirstStageIsp, DispesrionValue: 1.05, Payload Mass: 7540.4, [kg]
Recovery Strategy: EXP, DispesrionParam: FirstStageIsp, DispesrionValue: 1.07, Payload Mass: 7937.5, [kg]
Recovery Strategy: EXP, DispesrionParam: FirstStageIsp, DispesrionValue: 1.1, Payload Mass: 8343.9, [kg]
Recovery Strategy: EXP, DispesrionParam: FirstStageIsp, DispesrionValue: 1.12, Payload Mass: 8760.2, [kg]
Recovery Strategy: EXP, DispesrionParam: FirstStageIsp, DispesrionValue: 1.15, Payload Mass: 9188.2, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.85, Payload Mass: 3771.5, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.875, Payload Mass: 4051.5, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.9, Payload Mass: 4312.2, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.925, Payload Mass: 4576.8, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.95, Payload Mass: 4851.0, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.975, Payload Mass: 5142.7, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.0, Payload Mass: 5447.9, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.02, Payload Mass: 5764.7, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.05, Payload Mass: 6092.1, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.07, Payload Mass: 6430.2, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.1, Payload Mass: 6776.8, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.12, Payload Mass: 7133.6, [kg]
Recovery Strategy: ASDS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.15, Payload Mass: 7501.8, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.85, Payload Mass: 2529.9, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.875, Payload Mass: 2732.1, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.9, Payload Mass: 2925.4, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.925, Payload Mass: 3124.7, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.95, Payload Mass: 3345.2, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 0.975, Payload Mass: 3571.4, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.0, Payload Mass: 3798.3, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.02, Payload Mass: 4031.6, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.05, Payload Mass: 4262.6, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.07, Payload Mass: 4509.3, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.1, Payload Mass: 4728.1, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.12, Payload Mass: 5002.9, [kg]
Recovery Strategy: RTLS, DispesrionParam: FirstStageIsp, DispesrionValue: 1.15, Payload Mass: 5266.4, [kg]
